image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_704_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_705_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_706_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_707_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_708_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_709_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_710_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_711_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_712_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_713_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_714_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_715_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_716_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_717_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_718_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_719_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_720_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_721_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_722_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_723_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_724_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_725_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_726_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_727_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_728_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_729_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_730_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_731_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_732_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_733_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_734_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_735_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_736_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_737_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_738_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_739_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_740_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_741_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_742_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_743_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_744_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_745_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_746_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_747_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_748_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_749_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_750_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_751_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_752_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_753_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_754_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_755_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_756_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_757_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_758_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_759_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_760_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_761_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_762_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_763_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_764_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_765_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_766_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_767_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_768_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_769_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_770_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_771_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_772_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_773_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_774_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_775_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_776_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_777_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_778_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_779_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_780_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_781_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_782_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_783_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_784_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_785_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_786_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_787_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_788_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_789_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_790_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_791_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_792_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_793_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video37_frame_794_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
