dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\52a7ef6b38084c16_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/52a7ef6b38084c16_frames,2398,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/52a7ef6b38084c16_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\563e2e69c3e344a5_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/563e2e69c3e344a5_frames,2358,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/563e2e69c3e344a5_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\5a51763059e749d8_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5a51763059e749d8_frames,2082,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5a51763059e749d8_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\5d480904787b471d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5d480904787b471d_frames,1813,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5d480904787b471d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\5f98cfbdcefb4b24_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5f98cfbdcefb4b24_frames,1459,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/5f98cfbdcefb4b24_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\61f06834552f4d09_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/61f06834552f4d09_frames,2853,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/61f06834552f4d09_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\66939134473e44af_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/66939134473e44af_frames,3808,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/66939134473e44af_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\6e2fb5dfcfe84a55_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/6e2fb5dfcfe84a55_frames,1543,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/6e2fb5dfcfe84a55_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\6ee6ca3e686d4d0a_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/6ee6ca3e686d4d0a_frames,3279,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/6ee6ca3e686d4d0a_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\747d45c19ad14a8c_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/747d45c19ad14a8c_frames,6334,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/747d45c19ad14a8c_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\74aaa0963ec44812_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/74aaa0963ec44812_frames,1353,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/74aaa0963ec44812_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\751de939d2eb4dfc_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/751de939d2eb4dfc_frames,2000,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/751de939d2eb4dfc_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\7f2eed29b57d4d69_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/7f2eed29b57d4d69_frames,3653,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/7f2eed29b57d4d69_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\805c383b48414cbf_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/805c383b48414cbf_frames,1987,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/805c383b48414cbf_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\81236e118ae2480f_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/81236e118ae2480f_frames,2752,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/81236e118ae2480f_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\83f180a29f3e40b4_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/83f180a29f3e40b4_frames,2795,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/83f180a29f3e40b4_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8601bf960ea44cae_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8601bf960ea44cae_frames,2271,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8601bf960ea44cae_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8b6903e220784dd9_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8b6903e220784dd9_frames,1943,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8b6903e220784dd9_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8dab1452e7e54550_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8dab1452e7e54550_frames,1923,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8dab1452e7e54550_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8e0117d6d9c84d2b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8e0117d6d9c84d2b_frames,2274,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8e0117d6d9c84d2b_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8ed53a953994488f_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8ed53a953994488f_frames,1873,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8ed53a953994488f_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\8f263414d3de414d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8f263414d3de414d_frames,1085,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/8f263414d3de414d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\90440abfba254494_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90440abfba254494_frames,1838,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90440abfba254494_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\90cb94b58b484306_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90cb94b58b484306_frames,1892,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90cb94b58b484306_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\90e7cc8c498144b6_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90e7cc8c498144b6_frames,2798,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/90e7cc8c498144b6_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\96cb81a18bb34dcc_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/96cb81a18bb34dcc_frames,1996,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/96cb81a18bb34dcc_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\98c08c754fba418d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/98c08c754fba418d_frames,2098,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/98c08c754fba418d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\9cfb233f909d46c4_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9cfb233f909d46c4_frames,1538,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9cfb233f909d46c4_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\9d37bb4f8cc94731_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9d37bb4f8cc94731_frames,2850,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9d37bb4f8cc94731_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\9fa8a9d05c014789_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9fa8a9d05c014789_frames,3730,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9fa8a9d05c014789_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\9fae4024b2e64a1b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9fae4024b2e64a1b_frames,2041,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/9fae4024b2e64a1b_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\ae546e326e594e64_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/ae546e326e594e64_frames,2662,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/ae546e326e594e64_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\bc08ec3864244b70_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/bc08ec3864244b70_frames,1731,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/bc08ec3864244b70_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\be12a84047f64b9d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/be12a84047f64b9d_frames,784,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/be12a84047f64b9d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\bf79bb7120234162_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/bf79bb7120234162_frames,1920,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/bf79bb7120234162_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\c3946cdabade48c6_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c3946cdabade48c6_frames,1994,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c3946cdabade48c6_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\c468b4b7d36e4c72_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c468b4b7d36e4c72_frames,2586,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c468b4b7d36e4c72_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\c9b1858f498e4d40_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c9b1858f498e4d40_frames,1150,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/c9b1858f498e4d40_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\cfcc751c6cf44d3b_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/cfcc751c6cf44d3b_frames,2466,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/cfcc751c6cf44d3b_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\d7d0013ac7704eae_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/d7d0013ac7704eae_frames,4036,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/d7d0013ac7704eae_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\da002dfca6df48fa_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/da002dfca6df48fa_frames,1935,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/da002dfca6df48fa_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\dd23dc64d0944db0_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/dd23dc64d0944db0_frames,2460,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/dd23dc64d0944db0_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e1b8ab3edc594415_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e1b8ab3edc594415_frames,3574,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e1b8ab3edc594415_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e2ec9bac087f4573_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e2ec9bac087f4573_frames,4712,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e2ec9bac087f4573_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e3651eae6cd14d0d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e3651eae6cd14d0d_frames,5521,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e3651eae6cd14d0d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e4da9040be064e2f_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e4da9040be064e2f_frames,4868,False,False,False,test,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e4da9040be064e2f_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\e65ce34d64094ded_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e65ce34d64094ded_frames,2179,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/e65ce34d64094ded_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\eb29cc736838444d_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/eb29cc736838444d_frames,1147,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/eb29cc736838444d_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f693f1b3c60e4065_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f693f1b3c60e4065_frames,4558,False,False,False,val,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f693f1b3c60e4065_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f6a42c6e3f804539_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f6a42c6e3f804539_frames,2630,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f6a42c6e3f804539_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f7acef9e901f405c_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f7acef9e901f405c_frames,1671,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f7acef9e901f405c_frames/frame_000000.jpg,gi
Kvasir-Capsule,kvasir-capsule-unlabeled-videos\kvasir-capsule-unlabeled-videos\f89e276571ce4538_frames,rgb,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f89e276571ce4538_frames,1503,False,False,False,train,datasets/Kvasir-Capsule/kvasir-capsule-unlabeled-videos/kvasir-capsule-unlabeled-videos/f89e276571ce4538_frames/frame_000000.jpg,gi
CholecT50,CholecT50\videos\VID01,rgb,datasets/CholecT50/CholecT50/videos/VID01,1734,False,False,False,train,datasets/CholecT50/CholecT50/videos/VID01/000000.png,laparo
CholecT50,CholecT50\videos\VID02,rgb,datasets/CholecT50/CholecT50/videos/VID02,2840,False,False,False,train,datasets/CholecT50/CholecT50/videos/VID02/000000.png,laparo
CholecT50,CholecT50\videos\VID04,rgb,datasets/CholecT50/CholecT50/videos/VID04,1523,False,False,False,val,datasets/CholecT50/CholecT50/videos/VID04/000000.png,laparo
CholecT50,CholecT50\videos\VID05,rgb,datasets/CholecT50/CholecT50/videos/VID05,2345,False,False,False,train,datasets/CholecT50/CholecT50/videos/VID05/000000.png,laparo
CholecT50,CholecT50\videos\VID06,rgb,datasets/CholecT50/CholecT50/videos/VID06,2154,False,False,False,train,datasets/CholecT50/CholecT50/videos/VID06/000000.png,laparo
CholecT50,CholecT50\videos\VID08,rgb,datasets/CholecT50/CholecT50/videos/VID08,1520,False,False,False,train,datasets/CholecT50/CholecT50/videos/VID08/000000.png,laparo
